CustomerID,InvoiceDate,InvoiceNo,Quantity,UnitPrice
CUST_00027,2025-07-25 19:53:05,INV-20250725-0135,47,426.33
CUST_00131,2025-08-14 16:50:05,INV-20250814-0556,1,39.6
CUST_00061,2025-06-09 22:20:05,INV-20250609-0437,19,133.97
CUST_00140,2025-07-09 17:03:05,INV-20250709-0595,12,96.99
CUST_00009,2025-06-01 21:36:05,INV-20250601-0163,40,699.99
CUST_00026,2025-07-16 23:44:05,INV-20250716-0082,33,470.03
CUST_00043,2025-06-11 20:37:05,INV-20250611-0257,32,160.76
CUST_00020,2025-06-09 12:45:05,INV-20250609-0192,38,235.08
CUST_00109,2025-06-22 02:49:05,INV-20250622-0453,13,85.62
CUST_00013,2025-06-02 03:54:05,INV-20250602-0132,32,56.43
CUST_00039,2025-07-18 08:24:05,INV-20250718-0515,44,197.67
CUST_00080,2025-08-04 19:41:05,INV-20250804-0441,4,156.05
CUST_00089,2025-08-25 17:43:05,INV-20250825-0275,8,140.66
CUST_00102,2025-07-16 04:11:05,INV-20250716-0364,28,10.0
CUST_00011,2025-08-26 09:38:05,INV-20250826-0029,1,235.66
CUST_00115,2025-08-10 01:14:05,INV-20250810-0506,47,43.19
CUST_00142,2025-06-16 06:40:05,INV-20250616-0570,13,28.26
CUST_00026,2025-07-10 15:56:05,INV-20250710-0024,63,896.81
CUST_00025,2025-06-15 03:52:05,INV-20250615-0182,66,548.12
CUST_00034,2025-06-18 18:52:05,INV-20250618-0473,27,138.75
CUST_00018,2025-08-13 11:15:05,INV-20250813-0104,58,622.04
CUST_00008,2025-07-15 02:55:05,INV-20250715-0063,32,674.43
CUST_00088,2025-06-19 20:10:05,INV-20250619-0490,3,146.41
CUST_00077,2025-06-10 18:29:05,INV-20250610-0245,19,147.78
CUST_00056,2025-07-15 12:21:05,INV-20250715-0248,7,199.87
CUST_00025,2025-07-20 23:41:05,INV-20250720-0101,53,793.66
CUST_00143,2025-07-09 09:18:05,INV-20250709-0555,11,5.44
CUST_00145,2025-06-22 21:42:05,INV-20250622-0591,7,40.12
CUST_00119,2025-07-16 15:14:05,INV-20250716-0356,13,61.29
CUST_00023,2025-07-20 02:24:05,INV-20250720-0209,62,213.09
CUST_00015,2025-06-05 00:54:05,INV-20250605-0165,94,179.18
CUST_00006,2025-08-01 04:43:05,INV-20250801-0137,50,594.02
CUST_00028,2025-07-11 14:49:05,INV-20250711-0195,68,792.18
CUST_00009,2025-06-10 23:06:05,INV-20250610-0076,58,916.06
CUST_00012,2025-07-03 03:45:05,INV-20250703-0176,64,578.73
CUST_00066,2025-08-03 17:39:05,INV-20250803-0329,36,87.24
CUST_00083,2025-07-27 16:35:05,INV-20250727-0536,41,14.39
CUST_00143,2025-07-06 08:27:05,INV-20250706-0548,18,36.82
CUST_00030,2025-06-21 00:54:05,INV-20250621-0070,52,48.45
CUST_00150,2025-07-01 06:23:05,INV-20250701-0561,5,12.98
CUST_00121,2025-08-01 02:40:05,INV-20250801-0589,13,63.0
CUST_00030,2025-07-30 22:10:05,INV-20250730-0081,76,26.99
CUST_00045,2025-07-12 19:45:05,INV-20250712-0316,11,29.22
CUST_00076,2025-07-18 22:12:05,INV-20250718-0304,3,160.38
CUST_00030,2025-07-19 15:00:05,INV-20250719-0006,64,472.1
CUST_00032,2025-07-30 23:59:05,INV-20250730-0423,38,55.66
CUST_00069,2025-06-11 10:01:05,INV-20250611-0374,49,115.63
CUST_00082,2025-06-27 08:47:05,INV-20250627-0429,21,191.46
CUST_00098,2025-06-06 04:46:05,INV-20250606-0537,46,71.38
CUST_00106,2025-07-14 17:21:05,INV-20250714-0312,22,46.02
CUST_00023,2025-06-23 00:27:05,INV-20250623-0238,69,488.92
CUST_00125,2025-06-06 16:28:05,INV-20250606-0559,13,83.13
CUST_00105,2025-07-02 11:04:05,INV-20250702-0432,22,129.15
CUST_00047,2025-07-29 02:50:05,INV-20250729-0286,35,30.05
CUST_00075,2025-06-30 06:22:05,INV-20250630-0426,35,56.84
CUST_00144,2025-06-21 17:32:05,INV-20250621-0598,11,91.95
CUST_00049,2025-07-28 03:54:05,INV-20250728-0361,32,77.78
CUST_00020,2025-07-15 06:00:05,INV-20250715-0073,40,728.83
CUST_00006,2025-08-23 13:53:05,INV-20250823-0039,16,836.95
CUST_00023,2025-06-26 12:44:05,INV-20250626-0155,57,842.3
CUST_00024,2025-07-14 13:21:05,INV-20250714-0218,68,944.97
CUST_00049,2025-07-02 16:09:05,INV-20250702-0370,48,107.0
CUST_00029,2025-07-17 15:34:05,INV-20250717-0210,30,838.2
CUST_00002,2025-07-22 13:06:05,INV-20250722-0235,51,99.43
CUST_00124,2025-06-20 14:50:05,INV-20250620-0546,3,65.57
CUST_00017,2025-07-14 23:36:05,INV-20250714-0060,99,980.53
CUST_00087,2025-08-06 06:04:05,INV-20250806-0300,1,67.54
CUST_00087,2025-06-15 02:49:05,INV-20250615-0259,47,82.67
CUST_00110,2025-07-08 04:04:05,INV-20250708-0280,48,143.13
CUST_00025,2025-08-11 00:27:05,INV-20250811-0228,4,140.95
CUST_00008,2025-06-02 04:11:05,INV-20250602-0011,54,551.24
CUST_00038,2025-06-19 04:09:05,INV-20250619-0412,25,50.35
CUST_00005,2025-06-21 12:59:05,INV-20250621-0083,69,887.81
CUST_00019,2025-07-04 01:22:05,INV-20250704-0090,90,325.79
CUST_00029,2025-07-17 09:06:05,INV-20250717-0208,96,76.41
CUST_00085,2025-06-14 19:53:05,INV-20250614-0538,30,88.69
CUST_00100,2025-06-15 04:40:05,INV-20250615-0335,37,6.76
CUST_00022,2025-08-04 14:31:05,INV-20250804-0079,16,167.06
CUST_00062,2025-07-12 03:28:05,INV-20250712-0434,37,14.33
CUST_00019,2025-08-18 07:34:05,INV-20250818-0140,4,464.75
CUST_00075,2025-08-26 23:47:05,INV-20250826-0281,36,125.63
CUST_00087,2025-08-27 11:54:05,INV-20250827-0268,3,166.11
CUST_00061,2025-08-15 22:23:05,INV-20250815-0414,29,25.6
CUST_00004,2025-07-23 02:02:05,INV-20250723-0199,1,871.2
CUST_00115,2025-07-22 10:44:05,INV-20250722-0464,21,10.67
CUST_00121,2025-08-02 17:25:05,INV-20250802-0575,19,3.52
CUST_00133,2025-07-27 17:57:05,INV-20250727-0584,17,39.17
CUST_00057,2025-06-27 17:33:05,INV-20250627-0371,35,118.28
CUST_00060,2025-06-19 22:11:05,INV-20250619-0399,22,22.38
CUST_00094,2025-08-21 13:42:05,INV-20250821-0340,47,134.44
CUST_00013,2025-06-25 11:31:05,INV-20250625-0148,47,631.62
CUST_00091,2025-06-26 13:46:05,INV-20250626-0494,39,143.03
CUST_00038,2025-08-01 12:43:05,INV-20250801-0439,47,21.02
CUST_00003,2025-08-04 21:03:05,INV-20250804-0145,51,50.46
CUST_00002,2025-08-21 18:05:05,INV-20250821-0009,71,613.9
CUST_00072,2025-07-24 06:25:05,INV-20250724-0375,4,21.97
CUST_00100,2025-08-10 23:05:05,INV-20250810-0523,1,168.22
CUST_00005,2025-08-11 03:59:05,INV-20250811-0188,38,541.12
CUST_00021,2025-08-15 11:51:05,INV-20250815-0131,1,954.51
CUST_00132,2025-08-16 11:28:05,INV-20250816-0572,8,89.08
CUST_00057,2025-08-04 19:49:05,INV-20250804-0298,28,147.6
CUST_00133,2025-07-02 15:27:05,INV-20250702-0586,19,36.26
CUST_00108,2025-08-26 20:27:05,INV-20250826-0446,30,186.02
CUST_00020,2025-06-08 22:03:05,INV-20250608-0084,96,857.92
CUST_00148,2025-06-03 19:42:05,INV-20250603-0592,4,90.79
CUST_00029,2025-08-09 13:46:05,INV-20250809-0177,14,801.54
CUST_00024,2025-06-05 05:52:05,INV-20250605-0153,23,516.56
CUST_00032,2025-06-27 23:20:05,INV-20250627-0452,27,193.2
CUST_00005,2025-08-09 12:54:05,INV-20250809-0196,92,380.69
CUST_00026,2025-07-23 07:31:05,INV-20250723-0075,62,837.62
CUST_00021,2025-08-13 02:41:05,INV-20250813-0092,89,805.45
CUST_00069,2025-06-14 01:34:05,INV-20250614-0296,29,63.18
CUST_00014,2025-06-14 16:17:05,INV-20250614-0068,87,37.34
CUST_00015,2025-07-22 02:31:05,INV-20250722-0015,89,288.13
CUST_00019,2025-07-23 02:30:05,INV-20250723-0204,71,173.86
CUST_00015,2025-08-23 04:52:05,INV-20250823-0158,8,590.67
CUST_00003,2025-08-02 03:45:05,INV-20250802-0088,74,214.62
CUST_00104,2025-06-14 18:56:05,INV-20250614-0497,39,111.36
CUST_00015,2025-07-17 16:20:05,INV-20250717-0117,31,995.87
CUST_00085,2025-08-06 17:54:05,INV-20250806-0382,35,174.51
CUST_00042,2025-07-17 12:43:05,INV-20250717-0405,18,127.45
CUST_00020,2025-07-30 20:03:05,INV-20250730-0033,52,254.41
CUST_00007,2025-07-20 17:48:05,INV-20250720-0000,72,602.67
CUST_00147,2025-06-10 00:50:05,INV-20250610-0593,15,87.13
CUST_00117,2025-06-20 19:02:05,INV-20250620-0531,19,194.69
CUST_00119,2025-07-14 06:38:05,INV-20250714-0353,1,47.06
CUST_00117,2025-07-10 14:19:05,INV-20250710-0332,14,104.96
CUST_00044,2025-07-06 23:41:05,INV-20250706-0534,40,56.35
CUST_00049,2025-07-12 19:22:05,INV-20250712-0244,10,139.66
CUST_00003,2025-07-15 16:08:05,INV-20250715-0022,1,724.51
CUST_00111,2025-06-06 10:30:05,INV-20250606-0440,9,79.48
CUST_00005,2025-07-04 05:24:05,INV-20250704-0116,20,84.68
CUST_00029,2025-06-11 14:36:05,INV-20250611-0089,46,28.04
CUST_00056,2025-06-23 14:10:05,INV-20250623-0365,34,107.69
CUST_00019,2025-06-16 03:19:05,INV-20250616-0211,47,532.37
CUST_00011,2025-08-18 10:40:05,INV-20250818-0018,35,773.56
CUST_00110,2025-06-05 22:19:05,INV-20250605-0407,9,67.89
CUST_00088,2025-06-20 05:46:05,INV-20250620-0320,42,90.53
CUST_00011,2025-06-14 10:09:05,INV-20250614-0144,4,352.21
CUST_00098,2025-06-18 06:55:05,INV-20250618-0289,4,63.69
CUST_00072,2025-06-07 17:45:05,INV-20250607-0274,25,112.42
CUST_00141,2025-08-10 11:09:05,INV-20250810-0541,3,83.1
CUST_00045,2025-08-02 15:03:05,INV-20250802-0360,7,114.87
CUST_00037,2025-06-07 21:53:05,INV-20250607-0250,8,194.36
CUST_00113,2025-06-28 09:15:05,INV-20250628-0287,41,192.78
CUST_00053,2025-07-27 05:01:05,INV-20250727-0528,46,94.77
CUST_00062,2025-07-01 23:21:05,INV-20250701-0400,12,157.5
CUST_00019,2025-07-13 14:10:05,INV-20250713-0167,70,968.31
CUST_00016,2025-08-13 21:27:05,INV-20250813-0054,22,251.55
CUST_00101,2025-08-24 01:38:05,INV-20250824-0493,17,196.2
CUST_00001,2025-07-16 14:10:05,INV-20250716-0046,37,883.81
CUST_00025,2025-07-04 12:42:05,INV-20250704-0093,73,572.84
CUST_00089,2025-07-05 07:48:05,INV-20250705-0264,6,196.55
CUST_00017,2025-08-08 15:09:05,INV-20250808-0108,36,382.5
CUST_00119,2025-08-10 06:19:05,INV-20250810-0272,37,22.84
CUST_00139,2025-08-18 21:58:05,INV-20250818-0599,14,46.14
CUST_00120,2025-06-02 09:44:05,INV-20250602-0479,35,90.19
CUST_00054,2025-06-15 07:25:05,INV-20250615-0436,21,80.58
CUST_00063,2025-06-19 19:27:05,INV-20250619-0383,48,65.89
CUST_00067,2025-08-05 20:29:05,INV-20250805-0380,19,170.98
CUST_00100,2025-07-24 21:42:05,INV-20250724-0462,4,80.15
CUST_00060,2025-06-07 00:49:05,INV-20250607-0394,36,192.52
CUST_00093,2025-07-15 02:16:05,INV-20250715-0265,13,197.89
CUST_00087,2025-08-07 11:59:05,INV-20250807-0480,46,123.99
CUST_00116,2025-06-01 14:33:05,INV-20250601-0517,30,38.88
CUST_00002,2025-08-04 01:27:05,INV-20250804-0069,51,470.94
CUST_00005,2025-06-23 09:03:05,INV-20250623-0231,76,214.36
CUST_00092,2025-06-21 06:23:05,INV-20250621-0403,6,184.28
CUST_00075,2025-07-30 22:03:05,INV-20250730-0278,3,72.82
CUST_00105,2025-07-26 00:50:05,INV-20250726-0472,33,87.14
CUST_00035,2025-08-23 17:39:05,INV-20250823-0350,1,168.43
CUST_00070,2025-07-01 04:00:05,INV-20250701-0509,8,179.33
CUST_00015,2025-07-24 13:53:05,INV-20250724-0149,61,12.57
CUST_00018,2025-08-06 17:30:05,INV-20250806-0124,66,91.92
CUST_00064,2025-07-20 19:05:05,INV-20250720-0428,18,97.82
CUST_00076,2025-06-02 15:25:05,INV-20250602-0465,17,119.7
CUST_00015,2025-06-27 03:57:05,INV-20250627-0185,94,894.95
CUST_00019,2025-08-18 16:14:05,INV-20250818-0227,40,701.86
CUST_00052,2025-08-28 03:04:05,INV-20250828-0291,18,174.95
CUST_00055,2025-08-19 14:20:05,INV-20250819-0247,26,15.06
CUST_00047,2025-06-11 00:22:05,INV-20250611-0290,10,97.35
CUST_00056,2025-08-23 01:03:05,INV-20250823-0249,7,11.62
CUST_00042,2025-06-01 00:18:05,INV-20250601-0443,32,150.87
CUST_00144,2025-07-17 15:43:05,INV-20250717-0551,17,1.76
CUST_00150,2025-06-06 13:25:05,INV-20250606-0552,1,34.55
CUST_00149,2025-07-08 16:40:05,INV-20250708-0550,16,28.79
CUST_00021,2025-06-04 14:50:05,INV-20250604-0114,32,560.44
CUST_00027,2025-07-02 19:48:05,INV-20250702-0203,59,457.92
CUST_00017,2025-08-11 20:05:05,INV-20250811-0141,84,464.54
CUST_00110,2025-08-11 12:17:05,INV-20250811-0338,30,33.42
CUST_00005,2025-07-19 09:26:05,INV-20250719-0007,73,74.4
CUST_00041,2025-06-13 05:38:05,INV-20250613-0521,20,149.16
CUST_00005,2025-07-09 09:14:05,INV-20250709-0019,72,454.96
CUST_00013,2025-07-08 04:25:05,INV-20250708-0172,65,147.44
CUST_00052,2025-08-27 00:33:05,INV-20250827-0451,29,146.95
CUST_00021,2025-06-28 03:33:05,INV-20250628-0056,64,865.53
CUST_00068,2025-06-13 04:40:05,INV-20250613-0301,49,132.08
CUST_00095,2025-07-08 15:01:05,INV-20250708-0336,36,194.12
CUST_00037,2025-06-21 14:37:05,INV-20250621-0450,11,67.41
CUST_00049,2025-07-23 16:41:05,INV-20250723-0322,45,40.51
CUST_00062,2025-06-09 15:30:05,INV-20250609-0310,33,190.77
CUST_00011,2025-08-09 06:43:05,INV-20250809-0049,84,584.88
CUST_00065,2025-08-07 07:58:05,INV-20250807-0344,5,25.15
CUST_00017,2025-07-20 06:35:05,INV-20250720-0025,23,608.37
CUST_00071,2025-08-27 01:55:05,INV-20250827-0442,10,160.75
CUST_00007,2025-08-11 09:38:05,INV-20250811-0220,23,849.65
CUST_00037,2025-07-04 01:33:05,INV-20250704-0483,14,53.66
CUST_00125,2025-07-16 22:42:05,INV-20250716-0540,3,49.35
CUST_00019,2025-06-18 09:57:05,INV-20250618-0042,33,403.6
CUST_00035,2025-08-20 04:15:05,INV-20250820-0416,25,16.34
CUST_00079,2025-06-01 15:19:05,INV-20250601-0261,30,171.3
CUST_00065,2025-08-03 04:40:05,INV-20250803-0408,18,191.68
CUST_00107,2025-06-26 07:18:05,INV-20250626-0277,17,17.0
CUST_00125,2025-08-22 19:36:05,INV-20250822-0569,6,84.71
CUST_00069,2025-08-11 20:24:05,INV-20250811-0381,36,34.19
CUST_00033,2025-07-09 08:30:05,INV-20250709-0411,13,76.67
CUST_00015,2025-06-16 08:40:05,INV-20250616-0154,15,113.82
CUST_00018,2025-07-17 13:26:05,INV-20250717-0126,26,387.08
CUST_00051,2025-06-16 20:51:05,INV-20250616-0309,47,122.0
CUST_00082,2025-07-02 11:56:05,INV-20250702-0519,47,42.3
CUST_00070,2025-06-17 01:14:05,INV-20250617-0445,25,78.32
CUST_00023,2025-07-03 19:10:05,INV-20250703-0174,62,748.51
CUST_00009,2025-07-30 07:38:05,INV-20250730-0031,51,276.72
CUST_00025,2025-07-31 19:30:05,INV-20250731-0113,56,533.09
CUST_00023,2025-06-12 09:32:05,INV-20250612-0023,9,713.56
CUST_00009,2025-06-15 11:16:05,INV-20250615-0173,15,476.86
CUST_00139,2025-08-13 10:13:05,INV-20250813-0557,13,61.18
CUST_00010,2025-06-24 05:55:05,INV-20250624-0066,25,615.4
CUST_00028,2025-07-29 18:24:05,INV-20250729-0057,4,34.07
CUST_00112,2025-06-11 01:17:05,INV-20250611-0321,13,98.46
CUST_00001,2025-07-15 07:25:05,INV-20250715-0222,11,266.83
CUST_00009,2025-08-25 03:49:05,INV-20250825-0017,8,15.47
CUST_00077,2025-08-17 08:04:05,INV-20250817-0299,20,82.53
CUST_00055,2025-06-11 20:38:05,INV-20250611-0255,16,88.23
CUST_00074,2025-07-22 03:05:05,INV-20250722-0305,3,41.16
CUST_00146,2025-07-26 00:41:05,INV-20250726-0573,1,53.06
CUST_00005,2025-06-27 17:09:05,INV-20250627-0190,76,774.16
CUST_00071,2025-08-13 10:13:05,INV-20250813-0318,28,161.34
CUST_00109,2025-08-19 21:38:05,INV-20250819-0527,6,135.79
CUST_00118,2025-06-01 05:43:05,INV-20250601-0271,13,48.64
CUST_00003,2025-07-17 05:53:05,INV-20250717-0094,36,378.3
CUST_00008,2025-08-09 09:45:05,INV-20250809-0180,14,900.67
CUST_00070,2025-06-19 17:38:05,INV-20250619-0331,35,156.32
CUST_00050,2025-07-29 02:55:05,INV-20250729-0328,49,105.23
CUST_00071,2025-06-06 13:27:05,INV-20250606-0311,24,33.45
CUST_00027,2025-07-10 18:20:05,INV-20250710-0005,62,99.7
CUST_00007,2025-06-14 19:02:05,INV-20250614-0045,60,268.22
CUST_00035,2025-08-21 11:01:05,INV-20250821-0398,44,52.51
CUST_00148,2025-06-16 05:48:05,INV-20250616-0576,15,8.1
CUST_00049,2025-06-29 21:54:05,INV-20250629-0468,46,34.05
CUST_00028,2025-07-09 17:50:05,INV-20250709-0016,65,25.48
CUST_00003,2025-06-19 02:59:05,INV-20250619-0048,33,645.61
CUST_00124,2025-07-18 07:35:05,INV-20250718-0579,3,96.44
CUST_00063,2025-06-05 08:20:05,INV-20250605-0487,18,147.83
CUST_00012,2025-06-28 08:07:05,INV-20250628-0003,64,992.29
CUST_00114,2025-08-19 14:02:05,INV-20250819-0486,21,108.82
CUST_00058,2025-07-19 14:03:05,INV-20250719-0438,5,112.18
CUST_00074,2025-08-27 13:40:05,INV-20250827-0362,8,135.3
CUST_00109,2025-06-16 01:29:05,INV-20250616-0433,45,34.28
CUST_00042,2025-06-16 17:49:05,INV-20250616-0302,16,110.93
CUST_00020,2025-08-23 14:29:05,INV-20250823-0225,81,869.78
CUST_00015,2025-07-11 06:18:05,INV-20250711-0026,32,602.88
CUST_00040,2025-08-25 02:44:05,INV-20250825-0424,5,46.96
CUST_00109,2025-08-10 17:54:05,INV-20250810-0263,24,29.27
CUST_00016,2025-08-26 05:30:05,INV-20250826-0050,93,291.08
CUST_00029,2025-08-24 07:16:05,INV-20250824-0229,70,915.16
CUST_00006,2025-07-01 01:09:05,INV-20250701-0037,55,764.0
CUST_00025,2025-08-05 12:08:05,INV-20250805-0157,18,96.05
CUST_00004,2025-07-27 09:45:05,INV-20250727-0237,99,949.81
CUST_00122,2025-07-24 07:12:05,INV-20250724-0574,4,5.43
CUST_00018,2025-08-16 00:01:05,INV-20250816-0175,75,938.96
CUST_00055,2025-06-18 04:31:05,INV-20250618-0514,5,194.82
CUST_00105,2025-08-05 04:43:05,INV-20250805-0357,46,185.51
CUST_00008,2025-07-30 20:30:05,INV-20250730-0194,97,27.93
CUST_00072,2025-06-04 09:57:05,INV-20250604-0503,23,165.31
CUST_00128,2025-07-02 18:57:05,INV-20250702-0578,12,56.41
CUST_00042,2025-06-09 17:00:05,INV-20250609-0511,16,197.74
CUST_00028,2025-06-05 06:50:05,INV-20250605-0067,20,653.46
CUST_00092,2025-06-05 13:25:05,INV-20250605-0319,16,111.78
CUST_00004,2025-06-17 22:38:05,INV-20250617-0168,20,249.99
CUST_00100,2025-07-14 20:49:05,INV-20250714-0367,43,8.56
CUST_00016,2025-06-02 13:35:05,INV-20250602-0162,95,65.1
CUST_00023,2025-07-15 16:48:05,INV-20250715-0193,12,912.73
CUST_00023,2025-08-16 02:07:05,INV-20250816-0152,26,46.32
CUST_00116,2025-06-12 11:45:05,INV-20250612-0501,28,155.54
CUST_00118,2025-07-11 04:30:05,INV-20250711-0346,29,174.24
CUST_00100,2025-07-12 11:50:05,INV-20250712-0485,36,11.55
CUST_00067,2025-08-06 08:50:05,INV-20250806-0333,41,53.21
CUST_00014,2025-06-03 05:28:05,INV-20250603-0103,93,357.41
CUST_00071,2025-08-05 15:54:05,INV-20250805-0390,2,135.57
CUST_00013,2025-06-28 21:22:05,INV-20250628-0074,63,439.19
CUST_00044,2025-08-08 07:27:05,INV-20250808-0422,5,7.15
CUST_00150,2025-06-09 19:54:05,INV-20250609-0577,6,84.87
CUST_00010,2025-06-14 10:43:05,INV-20250614-0119,76,115.69
CUST_00085,2025-06-14 14:22:05,INV-20250614-0396,16,134.66
CUST_00112,2025-06-08 04:30:05,INV-20250608-0409,33,184.94
CUST_00090,2025-07-25 22:29:05,INV-20250725-0481,25,191.54
CUST_00020,2025-07-17 22:59:05,INV-20250717-0207,86,94.5
CUST_00090,2025-06-13 02:44:05,INV-20250613-0334,25,134.21
CUST_00038,2025-07-15 10:54:05,INV-20250715-0352,12,27.06
CUST_00067,2025-07-17 20:01:05,INV-20250717-0341,44,92.04
CUST_00073,2025-06-14 01:05:05,INV-20250614-0404,37,81.25
CUST_00004,2025-08-26 16:55:05,INV-20250826-0008,9,25.81
CUST_00043,2025-06-21 00:26:05,INV-20250621-0377,22,120.74
CUST_00001,2025-05-30 21:07:05,INV-20250530-0036,53,494.56
CUST_00001,2025-08-25 18:05:05,INV-20250825-0139,30,625.87
CUST_00033,2025-07-05 13:45:05,INV-20250705-0253,26,146.33
CUST_00090,2025-07-14 19:34:05,INV-20250714-0303,8,155.33
CUST_00144,2025-08-02 10:50:05,INV-20250802-0542,15,9.14
CUST_00021,2025-06-04 06:05:05,INV-20250604-0059,37,929.04
CUST_00028,2025-07-26 22:33:05,INV-20250726-0111,72,126.35
CUST_00104,2025-08-03 16:14:05,INV-20250803-0363,3,110.76
CUST_00110,2025-06-12 23:53:05,INV-20250612-0354,5,117.55
CUST_00048,2025-07-30 07:30:05,INV-20250730-0262,48,8.49
CUST_00045,2025-07-31 23:40:05,INV-20250731-0525,46,153.05
CUST_00062,2025-05-31 17:19:05,INV-20250531-0297,20,132.63
CUST_00004,2025-05-30 10:54:05,INV-20250530-0150,99,192.68
CUST_00101,2025-07-20 07:04:05,INV-20250720-0266,8,188.83
CUST_00051,2025-06-27 02:31:05,INV-20250627-0518,33,51.78
CUST_00114,2025-06-23 10:29:05,INV-20250623-0530,14,184.02
CUST_00027,2025-06-15 08:29:05,INV-20250615-0038,69,635.98
CUST_00090,2025-07-16 03:15:05,INV-20250716-0431,40,94.99
CUST_00114,2025-06-07 08:53:05,INV-20250607-0307,22,118.48
CUST_00023,2025-05-30 16:42:05,INV-20250530-0198,21,173.87
CUST_00092,2025-08-03 20:11:05,INV-20250803-0355,9,173.96
CUST_00005,2025-08-19 12:27:05,INV-20250819-0146,21,553.23
CUST_00049,2025-07-16 15:41:05,INV-20250716-0470,30,69.0
CUST_00033,2025-07-10 21:14:05,INV-20250710-0532,28,8.51
CUST_00005,2025-06-10 16:39:05,INV-20250610-0147,49,508.38
CUST_00047,2025-07-20 22:41:05,INV-20250720-0420,38,88.09
CUST_00053,2025-07-13 22:21:05,INV-20250713-0348,42,147.92
CUST_00058,2025-08-11 21:40:05,INV-20250811-0325,29,86.59
CUST_00089,2025-06-25 07:30:05,INV-20250625-0513,3,107.84
CUST_00016,2025-06-27 15:51:05,INV-20250627-0123,35,824.31
CUST_00093,2025-08-04 02:08:05,INV-20250804-0502,8,60.07
CUST_00023,2025-06-12 01:30:05,INV-20250612-0096,99,112.09
CUST_00011,2025-08-12 21:52:05,INV-20250812-0143,23,136.77
CUST_00026,2025-07-04 17:25:05,INV-20250704-0239,83,599.13
CUST_00115,2025-08-27 20:50:05,INV-20250827-0425,21,43.78
CUST_00017,2025-07-30 22:53:05,INV-20250730-0097,89,326.85
CUST_00113,2025-06-20 07:37:05,INV-20250620-0324,41,101.19
CUST_00070,2025-08-14 15:38:05,INV-20250814-0279,6,106.65
CUST_00106,2025-06-05 13:38:05,INV-20250605-0293,6,77.51
CUST_00076,2025-06-24 21:10:05,INV-20250624-0477,29,95.04
CUST_00017,2025-08-10 03:58:05,INV-20250810-0122,84,606.75
CUST_00008,2025-07-19 09:56:05,INV-20250719-0183,70,940.43
CUST_00020,2025-06-23 13:43:05,INV-20250623-0202,2,471.04
CUST_00083,2025-07-23 21:49:05,INV-20250723-0323,18,9.07
CUST_00051,2025-08-19 01:42:05,INV-20250819-0246,16,170.59
CUST_00051,2025-06-28 15:39:05,INV-20250628-0512,4,199.43
CUST_00033,2025-08-02 06:45:05,INV-20250802-0457,35,83.29
CUST_00114,2025-07-17 23:15:05,INV-20250717-0478,5,142.67
CUST_00093,2025-07-17 09:26:05,INV-20250717-0499,20,111.25
CUST_00102,2025-07-30 05:24:05,INV-20250730-0529,30,161.46
CUST_00072,2025-06-30 09:50:05,INV-20250630-0388,46,56.65
CUST_00030,2025-06-04 02:01:05,INV-20250604-0125,33,779.83
CUST_00130,2025-07-19 20:11:05,INV-20250719-0581,15,49.3
CUST_00002,2025-08-05 02:00:05,INV-20250805-0223,12,832.35
CUST_00109,2025-06-04 15:04:05,INV-20250604-0342,20,57.6
CUST_00020,2025-06-06 09:08:05,INV-20250606-0053,17,314.98
