CustomerID,segment,Recency,Frequency,Monetary
CUST_0098,0,67,4,13237.68
CUST_0100,1,115,6,52390.77
CUST_0101,1,29,6,48532.65
CUST_0103,2,691,1,11475.5
CUST_0104,1,51,5,42458.97
CUST_0105,0,265,5,24700.7
CUST_0106,0,76,4,36871.57
CUST_0107,0,71,4,39037.55
CUST_0108,0,21,3,12100.02
CUST_0110,0,186,1,2022.5
CUST_0111,1,39,6,37280.630000000005
CUST_0112,1,8,7,67192.55
CUST_0113,2,306,2,18290.46
CUST_0114,0,223,3,19320.65
CUST_0115,0,162,4,23914.13
CUST_0116,0,65,2,3387.48
CUST_0117,0,19,5,36735.58
CUST_0118,2,249,3,3500.55
CUST_0119,0,201,4,28585.92
CUST_0120,0,79,2,16077.02
CUST_0121,2,318,2,1809.84
CUST_0122,1,252,6,70269.81
CUST_0123,1,75,6,53263.990000000005
CUST_0124,0,227,3,30903.63
CUST_0125,2,275,4,13625.25
CUST_0126,0,237,3,42921.55
CUST_0127,0,19,4,16280.27
CUST_0128,2,358,5,42883.27
CUST_0129,0,83,5,25142.550000000003
CUST_0130,1,44,6,47180.740000000005
CUST_0131,2,246,2,7615.08
CUST_0132,0,96,5,32091.39
CUST_0133,2,534,3,33230.55
CUST_0134,1,19,5,53268.83
CUST_0135,0,34,5,21795.64
CUST_0136,1,24,7,55901.82
CUST_0137,1,119,5,47543.12
CUST_0138,0,15,4,13237.16
CUST_0139,0,94,4,26316.77
CUST_0140,0,116,1,7590.4
CUST_0141,0,64,6,20693.09
CUST_0142,1,9,5,53173.51
CUST_0143,0,29,3,36862.91
CUST_0144,0,1,4,42856.02
CUST_0145,1,192,6,34392.73
CUST_0146,1,37,7,35386.91
CUST_0147,1,164,6,45213.07
CUST_0148,1,60,7,53671.59
CUST_0149,0,55,5,17310.300000000003
CUST_0150,0,178,4,36876.22
CUST_0151,0,12,2,7806.83
CUST_0152,0,115,5,18188.23
CUST_0153,1,5,7,66426.20999999999
CUST_0154,0,184,4,47296.87
CUST_0155,0,223,4,20636.96
CUST_0156,0,17,4,15595.44
CUST_0157,2,244,3,10764.3
CUST_0158,0,38,4,9998.49
CUST_0159,2,242,1,5673.92
CUST_0160,0,177,5,26040.26
CUST_0161,0,28,1,1492.8000000000002
CUST_0162,1,75,9,36287.130000000005
CUST_0163,0,83,2,5748.55
CUST_0164,1,87,6,38153.54
CUST_0165,2,294,4,14784.0
CUST_0166,0,59,4,16317.94
CUST_0167,0,22,4,22161.6
CUST_0168,0,110,3,20919.25
CUST_0169,2,272,1,8302.77
CUST_0170,2,451,1,1892.6
CUST_0171,1,93,7,61305.7
CUST_0172,2,267,2,6087.62
CUST_0173,0,46,2,11271.81
CUST_0174,2,279,1,400.49
CUST_0175,0,215,4,37691.57
CUST_0176,0,129,4,27290.51
CUST_0177,0,57,6,27564.25
CUST_0178,0,64,6,22237.14
CUST_0179,1,86,7,46810.19
CUST_0180,1,6,9,48944.78
CUST_0181,0,6,4,23258.84
CUST_0182,0,113,5,19916.92
CUST_0183,1,22,7,56754.13
CUST_0184,0,143,1,6398.7
CUST_0185,0,9,4,12895.820000000002
CUST_0186,2,260,2,8037.92
CUST_0187,1,15,9,108384.17
CUST_0188,0,78,4,37042.49
CUST_0189,2,476,2,18574.56
CUST_0190,0,128,3,23408.870000000003
CUST_0191,1,56,8,42151.15
CUST_0192,0,1,4,7858.1
CUST_0193,0,8,6,23543.78
CUST_0194,1,25,8,74845.85
CUST_0195,1,97,7,28554.29
CUST_0196,2,314,3,26081.88
CUST_0197,2,633,2,19141.9
CUST_0198,0,32,4,14367.24
CUST_0199,1,130,6,55281.23
CUST_0200,1,104,5,42039.57
CUST_0201,0,209,4,21905.44
CUST_0202,0,156,3,47981.92
CUST_0203,0,235,4,35880.61
CUST_0204,1,380,6,51871.36
CUST_0205,1,106,6,74094.95
CUST_0206,1,141,8,52444.47
CUST_0207,2,583,2,3874.76
CUST_0208,0,94,5,10694.35
CUST_0209,0,230,3,16224.99
CUST_0210,0,104,3,21317.81
CUST_0211,2,287,4,40371.36
CUST_0212,0,151,3,12376.82
CUST_0213,1,38,5,56307.16
CUST_0214,1,13,10,31362.36
CUST_0215,0,87,5,32258.98
CUST_0216,0,125,4,33799.8
CUST_0217,0,140,4,27540.45
CUST_0218,0,82,3,18513.41
CUST_0219,1,218,6,57367.91
CUST_0220,2,334,5,38977.67
CUST_0221,0,8,5,18342.12
CUST_0222,1,198,10,97696.43
CUST_0223,0,31,2,5103.91
CUST_0224,2,585,3,8206.130000000001
CUST_0225,0,17,4,32069.54
CUST_0226,0,145,3,33763.28
CUST_0227,0,135,4,16780.39
CUST_0228,2,355,2,20075.44
CUST_0229,0,91,4,24633.81
CUST_0230,0,19,3,15345.330000000002
CUST_0231,1,15,5,56148.48
CUST_0232,0,73,3,7385.610000000001
CUST_0233,2,460,3,33275.13
CUST_0234,0,98,3,11345.28
CUST_0235,0,56,3,17717.97
CUST_0236,0,93,5,31523.23
CUST_0237,2,483,5,20820.52
CUST_0238,2,355,3,17912.6
CUST_0239,1,107,12,96854.29
CUST_0240,0,198,2,12721.28
CUST_0241,0,222,4,40171.0
CUST_0242,2,407,6,37713.79
CUST_0243,1,7,8,60161.55
CUST_0244,2,499,4,26978.56
CUST_0245,0,71,4,49297.62
CUST_0246,2,465,4,40934.560000000005
CUST_0247,0,115,3,11224.9
CUST_0248,0,121,5,13356.19
CUST_0249,1,126,6,47445.89
CUST_0250,0,160,3,14532.06
CUST_0251,1,84,7,59621.05
CUST_0252,0,228,4,26170.04
CUST_0253,1,31,6,38800.17
CUST_0254,1,66,5,51213.990000000005
CUST_0255,2,268,4,11612.91
CUST_0256,0,45,5,33645.07
CUST_0257,0,154,7,14604.97
CUST_0258,0,85,3,7995.51
CUST_0259,0,33,6,25079.46
CUST_0260,1,55,4,53853.3
CUST_0261,0,186,6,18645.18
CUST_0262,1,208,5,43215.44
CUST_0263,0,112,3,37911.9
CUST_0264,1,52,7,42522.68
CUST_0265,0,150,4,21879.96
CUST_0266,2,307,2,3479.76
CUST_0267,2,398,3,16081.46
CUST_0268,1,69,6,32622.26
CUST_0269,0,35,4,40208.48
CUST_0270,1,126,4,57086.19
CUST_0271,0,155,2,21020.06
CUST_0272,1,5,5,43181.08
CUST_0273,1,309,7,38094.29
CUST_0274,0,192,5,28104.15
CUST_0275,0,114,3,32342.770000000004
CUST_0276,0,38,4,38350.31
CUST_0277,0,153,3,11676.97
CUST_0278,0,43,3,5845.56
CUST_0279,1,189,8,24272.03
CUST_0280,1,1,6,39233.07
CUST_0281,0,47,3,26745.9
CUST_0282,1,411,6,59243.61
CUST_0283,0,226,3,42404.62
CUST_0284,0,76,5,24483.83
CUST_0285,0,15,3,23378.74
CUST_0286,2,332,5,27978.18
CUST_0287,2,347,4,21331.82
CUST_0288,1,208,7,26619.48
CUST_0289,1,105,8,28745.61
CUST_0290,0,220,3,20471.35
CUST_0291,2,262,2,4077.34
CUST_0292,0,73,3,15573.98
CUST_0293,1,42,7,36077.61
CUST_0294,1,93,6,62579.81
CUST_0295,1,86,5,41328.420000000006
CUST_0296,2,348,2,22900.22
CUST_0297,0,137,5,35618.88
CUST_0298,2,596,3,21106.5
CUST_0299,0,225,3,37778.88
CUST_0300,1,104,9,57944.43
CUST_0301,0,129,1,350.32
CUST_0302,0,204,4,16870.28
CUST_0303,0,173,2,7967.83
CUST_0304,0,116,4,25568.64
CUST_0305,0,234,5,32474.81
CUST_0306,0,29,5,33871.74
CUST_0307,0,163,3,9888.08
CUST_0308,0,73,3,26529.29
CUST_0309,0,100,5,12957.05
CUST_0310,2,345,3,5976.12
CUST_0311,0,143,3,7296.24
CUST_0312,0,85,5,28449.95
CUST_0313,1,3,5,45396.89
CUST_0314,0,218,5,38833.85
CUST_0315,2,402,3,24111.01
CUST_0316,0,55,3,32469.76
CUST_0317,0,20,3,14154.96
CUST_0318,0,56,6,29627.78
CUST_0319,2,362,2,27997.72
CUST_0320,2,511,2,44294.04
CUST_0321,0,152,3,14454.36
CUST_0322,0,263,4,34046.12
CUST_0323,0,213,2,17345.55
CUST_0324,0,58,3,20875.98
CUST_0325,0,208,4,20469.97
CUST_0326,0,91,4,21433.39
CUST_0327,1,19,5,46733.630000000005
CUST_0328,2,298,5,37764.73
CUST_0329,1,141,5,50677.66
CUST_0330,0,40,2,2532.28
CUST_0331,1,91,9,69971.38
CUST_0332,0,147,4,38891.21
CUST_0333,0,58,5,34216.98
CUST_0334,0,267,5,28635.78
CUST_0335,0,146,5,33213.99
CUST_0336,2,234,3,3165.75
CUST_0337,2,241,2,3085.27
CUST_0338,0,85,3,34089.57
CUST_0339,0,15,4,34431.560000000005
CUST_0340,0,134,2,10081.95
CUST_0341,2,315,2,19820.619999999995
CUST_0342,0,236,3,26705.300000000003
CUST_0343,2,379,5,21621.14
CUST_0344,1,16,7,27554.82
CUST_0345,0,67,3,9109.92
CUST_0346,1,99,9,45438.58
CUST_0347,0,10,3,8113.83
CUST_0348,0,185,3,36177.92
CUST_0349,0,225,4,39257.9
CUST_0350,0,44,2,19451.41
CUST_0351,0,150,1,16017.76
CUST_0352,0,30,5,41030.64
CUST_0353,2,320,4,15386.7
CUST_0354,0,112,2,18058.95
CUST_0355,0,19,5,39851.32
CUST_0356,1,36,8,82673.01999999999
CUST_0357,1,18,6,69638.15
CUST_0358,1,113,8,89131.1
CUST_0359,0,181,2,7859.199999999999
CUST_0360,2,470,6,41276.98
CUST_0361,1,42,10,49935.24
CUST_0362,0,10,4,31731.38
CUST_0363,0,63,3,10949.91
CUST_0364,1,100,6,49764.97
CUST_0365,1,367,5,55703.7
CUST_0366,0,97,4,18052.91
CUST_0367,1,12,8,67920.88
CUST_0368,0,36,5,24607.08
CUST_0369,1,126,5,46376.08
CUST_0370,1,241,6,59171.86
CUST_0371,1,54,8,79904.94
CUST_0372,0,132,3,28565.31
CUST_0373,0,167,3,25158.46
CUST_0374,0,213,3,15633.740000000002
CUST_0375,0,30,6,27165.5
CUST_0376,0,1,6,19966.31
CUST_0377,0,26,5,24867.04
CUST_0378,2,277,1,12663.68
CUST_0379,1,303,5,55029.02
CUST_0380,1,75,6,48831.42
CUST_0381,1,106,7,73789.54000000001
CUST_0382,1,86,6,41084.11
CUST_0383,0,14,4,15406.51
CUST_0384,0,39,4,23999.56
CUST_0385,2,354,4,8031.98
CUST_0386,2,412,3,16581.02
CUST_0387,1,32,7,66757.39
CUST_0388,1,143,6,74469.45999999999
CUST_0389,1,34,5,55105.59
CUST_0390,1,112,6,39467.75
CUST_0391,1,116,9,33954.98
CUST_0392,0,73,3,13555.06
CUST_0393,0,78,5,32739.08
CUST_0394,1,135,7,73048.78
CUST_0395,1,17,9,46032.57
CUST_0396,1,40,7,56669.380000000005
CUST_0397,1,59,6,46381.03
CUST_0398,0,206,5,21970.35
CUST_0399,0,210,5,30170.67
CUST_0400,0,121,2,13270.94
CUST_0401,1,180,7,59369.7
CUST_0402,1,21,7,47647.8
CUST_0403,0,113,5,25868.4
CUST_0404,0,103,3,9164.39
CUST_0405,0,95,3,25066.4
CUST_0406,1,67,5,52970.59
CUST_0407,2,306,3,12977.77
CUST_0408,0,179,6,21249.14
CUST_0409,0,178,3,19898.22
CUST_0410,1,125,9,74801.53
CUST_0411,2,518,2,20099.69
CUST_0412,0,101,5,32259.04
CUST_0413,1,54,8,60573.67
CUST_0414,0,231,5,35234.1
CUST_0415,0,33,4,28319.56
CUST_0416,0,18,3,34961.84
CUST_0417,2,383,1,7051.66
CUST_0418,0,69,1,5744.25
CUST_0419,1,47,7,45137.35
CUST_0420,1,117,8,68732.4
CUST_0421,0,30,4,23947.12
CUST_0422,1,111,5,54005.36
CUST_0423,0,91,4,26919.880000000005
CUST_0424,0,123,3,35088.719999999994
CUST_0425,0,42,4,40897.1
CUST_0426,0,177,3,14239.38
CUST_0427,2,640,2,2809.63
CUST_0428,2,364,4,27489.5
CUST_0429,2,381,1,6862.9
CUST_0430,0,150,2,5914.53
CUST_0431,0,41,4,25921.22
CUST_0432,0,11,4,31939.840000000004
CUST_0433,0,90,2,10114.669999999998
CUST_0434,0,88,5,32615.660000000003
CUST_0435,0,45,6,20155.03
CUST_0436,0,161,4,34799.73
CUST_0437,0,27,6,15527.87
CUST_0438,1,125,6,40370.68
CUST_0439,0,57,6,23670.02
CUST_0440,2,453,3,10884.05
CUST_0441,1,11,5,54236.42
CUST_0442,0,77,5,19726.76
CUST_0443,0,130,4,16900.65
CUST_0444,0,46,5,21330.81
CUST_0445,1,170,8,56850.31
CUST_0446,1,78,7,80499.76000000001
CUST_0447,1,125,7,43514.19
CUST_0448,1,103,6,62505.41
CUST_0449,0,167,4,17439.21
CUST_0450,0,105,4,44587.91
CUST_0452,2,241,1,13361.63
CUST_0453,1,336,6,40778.64
CUST_0454,0,32,4,22159.41
CUST_0455,0,18,5,10277.75
CUST_0456,1,201,6,39559.87
CUST_0457,0,6,5,38357.3
CUST_0458,0,91,2,7754.41
CUST_0459,0,195,4,27374.13
CUST_0460,0,20,2,10114.87
CUST_0461,2,454,2,18220.47
CUST_0462,1,4,9,86239.93000000001
CUST_0463,0,41,4,22192.68
CUST_0464,1,53,10,81802.39
CUST_0465,0,40,3,27390.8
CUST_0466,2,451,4,13967.91
CUST_0467,1,74,8,38542.86
CUST_0468,2,291,1,13834.4
CUST_0469,0,113,2,23859.32
CUST_0470,1,15,6,66602.76999999999
CUST_0471,1,87,7,60840.98
CUST_0472,2,582,2,9503.82
CUST_0473,2,349,3,16622.85
CUST_0474,2,649,2,33784.64
CUST_0475,1,76,6,59848.64
CUST_0476,1,379,5,57708.84
CUST_0477,0,35,3,15642.24
CUST_0478,2,305,3,14498.05
CUST_0479,2,310,3,26734.45
CUST_0480,0,171,5,31652.640000000003
CUST_0481,0,56,1,3124.1
CUST_0482,0,8,2,3576.36
CUST_0483,0,11,3,7917.55
CUST_0484,1,51,8,65686.73000000001
CUST_0485,2,460,4,37581.71
CUST_0486,0,215,3,23800.38
CUST_0487,2,348,3,22613.45
CUST_0488,2,198,1,11131.08
CUST_0489,1,61,5,50654.71000000001
CUST_0490,0,126,6,19701.16
CUST_0491,0,224,5,21550.94
CUST_0492,0,184,4,28299.37
CUST_0493,0,85,3,31878.41
CUST_0494,0,30,5,38962.88
CUST_0495,0,175,2,22370.28
CUST_0496,0,127,6,25515.68
CUST_0497,0,31,5,34811.509999999995
CUST_0498,1,194,6,33766.59
CUST_0499,0,150,3,17997.09
CUST_0500,1,55,8,37519.94
CUST_0501,2,284,2,16569.72
CUST_0502,0,139,3,25423.29
CUST_0503,1,95,6,34411.71000000001
CUST_0504,1,87,5,57247.26
CUST_0505,0,179,2,11123.55
CUST_0506,0,66,1,1550.16
CUST_0507,1,135,5,57757.73
CUST_0508,0,151,4,21880.72
CUST_0509,0,185,5,16519.58
CUST_0510,1,5,6,64222.87
CUST_0511,0,50,2,13311.04
CUST_0512,0,5,5,18053.34
CUST_0513,2,290,4,27192.67
CUST_0514,0,51,5,21514.73
CUST_0515,0,163,3,27882.96
CUST_0516,0,81,1,1653.84
CUST_0517,0,74,3,30609.69
CUST_0518,0,15,3,52715.35
CUST_0519,2,369,5,26143.0
CUST_0520,0,14,5,33615.54
CUST_0521,0,29,4,32108.58
CUST_0522,0,4,3,11672.72
CUST_0523,0,63,2,20109.68
CUST_0524,1,24,8,57410.89
CUST_0525,1,56,7,36602.8
CUST_0526,0,70,6,21222.9
CUST_0527,2,352,3,30425.51
CUST_0528,0,46,5,34246.61
CUST_0529,2,478,4,9404.85
CUST_0530,0,133,5,23088.13
CUST_0531,2,405,3,33093.15
CUST_0532,0,220,5,25292.27
CUST_0533,0,11,5,31365.88
CUST_0534,2,329,4,39166.64
CUST_0535,0,66,6,31714.160000000003
CUST_0536,0,220,3,20306.7
CUST_0537,0,92,5,29681.07
CUST_0538,0,79,3,8321.500000000002
CUST_0539,0,46,5,33318.32
CUST_0540,0,219,4,24617.18
CUST_0541,0,68,4,17285.31
CUST_0542,2,264,3,18779.86
CUST_0543,0,110,3,13795.11
CUST_0544,2,334,1,1394.1999999999998
CUST_0545,0,19,3,25739.3
CUST_0546,2,285,5,37319.33
CUST_0547,1,137,8,71547.16
CUST_0548,1,359,6,47040.07
CUST_0549,1,82,10,83421.25
CUST_0550,0,166,1,8557.03
CUST_0551,0,196,4,25257.86
CUST_0552,0,97,4,22547.76
CUST_0553,1,181,9,54123.62
CUST_0554,0,182,5,13805.35
CUST_0555,2,273,3,18732.61
CUST_0556,1,141,8,57263.55
CUST_0557,1,20,7,56539.4
CUST_0558,1,72,7,53835.78
CUST_0559,2,485,2,9443.25
CUST_0560,1,35,10,69844.64
CUST_0561,1,89,7,70658.53
CUST_0562,0,124,6,24702.14
CUST_0563,1,167,6,37612.97
CUST_0564,0,103,5,28658.01
CUST_0565,1,54,6,57144.88
CUST_0566,1,10,8,54253.05
CUST_0567,0,122,3,29824.45
CUST_0568,1,74,5,45215.95
CUST_0569,0,157,3,8328.2
CUST_0570,0,74,3,26304.0
CUST_0571,0,50,3,33477.71
CUST_0572,0,30,3,4329.66
CUST_0573,1,260,8,53015.25
CUST_0574,1,3,8,62057.98
CUST_0575,1,194,6,34317.32
CUST_0576,0,43,6,26856.79
CUST_0577,0,42,5,25897.56
CUST_0578,0,37,3,23576.94
CUST_0579,1,39,6,35042.51
CUST_0580,0,171,1,10213.94
CUST_0581,0,124,3,27867.42
CUST_0582,0,229,3,13224.090000000002
CUST_0583,0,56,3,24860.98
CUST_0584,0,9,3,48670.94
CUST_0585,1,115,6,36927.66
CUST_0586,0,44,6,29481.75
CUST_0587,0,75,6,20513.57
CUST_0588,0,159,3,21474.33
CUST_0589,0,83,4,15990.64
CUST_0590,0,5,3,17570.600000000002
CUST_0591,1,61,6,34237.53
CUST_0592,2,421,5,29437.94
CUST_0593,2,442,1,9528.54
CUST_0594,0,131,6,23444.700000000004
CUST_0595,0,169,2,26369.16
CUST_0596,0,2,5,26388.56
CUST_0597,0,73,5,27471.48
CUST_0598,2,349,5,17983.08
CUST_0599,0,78,1,10230.02
CUST_0600,0,16,5,30860.66
CUST_0601,1,65,8,35452.66
CUST_0602,0,169,4,6875.3
CUST_0603,0,27,3,36233.78
CUST_0604,0,33,4,23578.51
CUST_0605,0,1,4,35856.92
CUST_0606,2,227,2,5409.3
CUST_0607,0,74,4,22566.11
CUST_0608,0,99,3,12191.13
CUST_0609,0,7,4,13183.66
CUST_0610,2,395,3,21700.12
CUST_0611,1,206,7,56877.96
CUST_0612,0,145,4,17136.08
CUST_0613,0,54,2,13024.059999999998
CUST_0614,1,136,7,38283.15
CUST_0615,0,118,5,33327.51
CUST_0616,0,164,1,7253.120000000001
CUST_0617,1,107,7,35667.1
CUST_0618,1,20,6,32999.43
CUST_0619,2,280,3,20647.06
CUST_0620,2,705,3,9595.08
CUST_0621,0,112,2,3234.24
CUST_0622,1,150,6,38265.46
CUST_0623,1,322,5,52240.52
CUST_0624,0,92,4,29748.33
CUST_0625,0,71,6,23310.34
CUST_0626,1,67,7,48547.75
CUST_0627,2,258,3,34945.08
CUST_0628,2,292,4,50540.19
CUST_0629,0,127,5,33429.25
CUST_0630,2,370,3,31041.410000000003
CUST_0631,1,16,6,39759.36
CUST_0632,0,50,5,28384.84
CUST_0633,0,94,3,17974.010000000002
CUST_0634,1,81,11,77220.73999999999
CUST_0635,1,42,7,49717.1
CUST_0636,2,529,3,46701.05
CUST_0637,0,230,4,29316.47
CUST_0638,0,10,5,17805.86
CUST_0639,0,209,5,24449.13
CUST_0640,1,30,6,36540.74
CUST_0641,0,22,3,49204.72
CUST_0642,2,207,1,4033.28
CUST_0643,0,94,3,11230.27
CUST_0644,1,105,11,83519.02
CUST_0645,2,269,3,7267.519999999999
CUST_0646,1,6,8,65123.87
CUST_0647,2,497,2,19538.61
CUST_0648,2,428,1,4785.36
CUST_0649,1,127,9,59800.14
CUST_0650,1,103,7,58310.64
CUST_0651,1,95,8,49906.59
CUST_0652,1,50,9,54260.15
CUST_0653,0,95,4,21887.89
CUST_0654,0,6,5,34964.01
CUST_0655,1,280,4,55817.31
CUST_0656,1,141,6,62204.7
CUST_0657,1,126,7,60659.600000000006
CUST_0658,1,3,7,48820.87
CUST_0659,0,180,3,29300.19
CUST_0660,2,723,1,7940.139999999999
CUST_0661,0,93,3,32433.75
CUST_0662,1,65,7,58844.630000000005
CUST_0663,0,14,6,21806.82
CUST_0664,0,67,6,15985.25
CUST_0666,0,62,4,33482.44
CUST_0667,1,1,10,94419.21
CUST_0668,1,82,8,60326.66
CUST_0669,2,461,5,33210.85
CUST_0670,1,137,8,49830.34
CUST_0671,0,162,3,37754.97
CUST_0672,2,688,1,813.51
CUST_0673,2,355,3,10870.63
CUST_0674,2,303,4,15536.53
CUST_0675,2,566,3,18753.24
CUST_0676,2,337,2,21055.7
CUST_0677,0,39,3,33446.57
CUST_0678,0,33,2,2488.44
CUST_0679,1,4,5,82571.64
CUST_0680,0,33,5,30649.88
CUST_0681,0,68,3,43995.56
CUST_0682,0,197,4,15301.79
CUST_0683,0,38,3,36186.65
CUST_0684,0,160,4,20476.54
CUST_0685,0,59,5,33519.07
CUST_0686,0,28,4,17784.02
CUST_0687,0,170,4,45426.08
CUST_0688,0,86,4,41673.35
CUST_0689,0,12,3,38599.36
CUST_0690,2,192,1,371.32
CUST_0691,2,375,4,43864.66
CUST_0692,0,97,3,20571.84
CUST_0693,1,20,4,57100.8
CUST_0694,1,9,6,39147.16
CUST_0695,2,394,2,7373.66
CUST_0696,0,112,3,20239.85
CUST_0697,1,12,6,56417.59
CUST_0698,1,111,6,58999.08
CUST_0699,1,69,7,59676.23
CUST_0700,0,237,5,40811.63
CUST_0701,0,97,4,42663.600000000006
CUST_0702,1,95,8,83817.52
CUST_0703,1,157,6,39867.22
CUST_0704,0,140,4,9145.56
CUST_0705,2,254,3,19974.02
CUST_0706,0,119,3,25458.620000000003
CUST_0707,2,231,3,6971.1
CUST_0708,0,68,1,7499.280000000001
CUST_0709,0,74,5,40503.21
CUST_0710,2,291,4,22508.82
CUST_0711,2,375,5,37643.34
CUST_0712,2,484,1,2399.28
CUST_0713,1,22,6,90127.79
CUST_0714,2,409,3,24821.26
CUST_0715,0,34,2,13108.85
CUST_0716,1,71,4,73861.15
CUST_0717,0,67,5,38859.16
CUST_0718,1,88,7,58267.77
CUST_0719,1,203,7,47548.65
CUST_0720,0,101,4,16941.47
CUST_0721,2,376,4,21601.09
CUST_0723,2,517,1,1519.95
CUST_0724,0,44,3,16359.93
CUST_0725,0,99,3,33444.89
CUST_0726,1,10,6,34284.86
CUST_0727,0,42,3,21517.71
CUST_0728,0,151,5,37859.21
CUST_0729,2,685,1,484.9
CUST_0730,1,218,7,71392.08
CUST_0731,2,257,3,15467.22
CUST_0732,0,120,3,21879.1
CUST_0733,0,97,6,22031.86
CUST_0734,2,587,1,3943.1
CUST_0735,0,139,2,8867.42
CUST_0736,2,384,2,10261.97
CUST_0737,1,389,5,60141.34
CUST_0738,0,135,3,5554.37
CUST_0739,0,56,3,15647.74
CUST_0740,0,27,4,26354.89
CUST_0741,0,86,4,24408.39
CUST_0742,0,82,4,45441.0
CUST_0743,1,86,7,70492.23000000001
CUST_0744,0,198,3,30843.65
CUST_0745,0,85,3,27165.26
CUST_0746,1,43,6,42144.47
CUST_0747,0,17,4,21133.11
CUST_0748,2,257,4,22116.41
CUST_0749,0,15,4,19030.58
CUST_0750,2,462,3,47320.1
CUST_0751,2,366,2,557.57
CUST_0752,0,217,4,42408.71
CUST_0753,2,327,1,7873.6
CUST_0754,0,43,3,13568.48
CUST_0755,2,431,1,10990.55
CUST_0756,0,110,3,39495.88
CUST_0757,0,111,6,26412.56
CUST_0758,2,241,2,19337.82
CUST_0759,0,197,6,21437.49
CUST_0760,0,178,3,14400.34
CUST_0761,1,143,9,77031.68
CUST_0762,0,234,3,34120.32
CUST_0763,0,95,6,18624.74
CUST_0764,2,328,5,18841.15
CUST_0765,1,164,6,56718.57000000001
CUST_0766,0,129,3,9756.68
CUST_0767,2,297,3,9582.39
CUST_0768,0,88,5,26964.51
CUST_0769,0,54,1,2668.74
CUST_0770,0,88,3,26350.36
CUST_0771,2,482,3,31431.26
CUST_0772,0,55,3,9988.63
