CustomerID,segment
CUST_0139,0
CUST_0140,0
CUST_0141,0
CUST_0142,0
CUST_0143,0
CUST_0144,0
CUST_0145,0
CUST_0146,0
CUST_0147,0
CUST_0148,0
CUST_0149,0
CUST_0150,0
CUST_0151,0
CUST_0152,0
CUST_0153,0
CUST_0154,0
CUST_0155,0
CUST_0156,0
CUST_0157,0
CUST_0158,0
CUST_0159,0
CUST_0160,0
CUST_0161,0
CUST_0162,0
CUST_0163,0
CUST_0164,0
CUST_0165,0
CUST_0166,0
CUST_0167,0
CUST_0168,0
CUST_0169,0
CUST_0170,0
CUST_0171,0
CUST_0172,0
CUST_0173,0
CUST_0174,0
CUST_0175,0
CUST_0176,0
CUST_0177,0
CUST_0178,0
CUST_0179,0
CUST_0180,0
CUST_0181,0
CUST_0182,0
CUST_0183,0
CUST_0184,0
CUST_0185,0
CUST_0186,0
CUST_0187,-1
CUST_0188,0
CUST_0189,0
CUST_0190,0
CUST_0191,0
CUST_0192,0
CUST_0193,0
CUST_0194,0
CUST_0195,0
CUST_0196,0
CUST_0197,-1
CUST_0198,0
CUST_0199,0
CUST_0200,0
CUST_0201,0
CUST_0202,-1
CUST_0203,0
CUST_0204,-1
CUST_0205,0
CUST_0206,0
CUST_0207,-1
CUST_0208,0
CUST_0209,0
CUST_0210,0
CUST_0211,0
CUST_0212,0
CUST_0213,0
CUST_0214,-1
CUST_0215,0
CUST_0216,0
CUST_0217,0
CUST_0218,0
CUST_0219,0
CUST_0220,0
CUST_0221,0
CUST_0222,-1
CUST_0223,0
CUST_0224,-1
CUST_0225,0
CUST_0226,0
CUST_0227,0
CUST_0228,0
CUST_0229,0
CUST_0230,0
CUST_0231,0
CUST_0232,0
CUST_0233,0
CUST_0234,0
CUST_0235,0
CUST_0236,0
CUST_0237,-1
CUST_0238,0
CUST_0239,-1
CUST_0240,0
CUST_0241,0
CUST_0242,-1
CUST_0243,0
CUST_0244,-1
CUST_0245,0
CUST_0246,-1
CUST_0247,0
CUST_0248,0
CUST_0249,0
CUST_0250,0
CUST_0251,0
CUST_0252,0
CUST_0253,0
CUST_0254,0
CUST_0255,0
CUST_0256,0
CUST_0257,0
CUST_0258,0
CUST_0259,0
CUST_0260,0
CUST_0261,0
CUST_0262,0
CUST_0263,0
CUST_0264,0
CUST_0265,0
CUST_0266,0
CUST_0267,0
CUST_0268,0
CUST_0269,0
CUST_0270,0
CUST_0271,0
CUST_0272,0
CUST_0273,-1
CUST_0274,0
CUST_0275,0
CUST_0276,0
CUST_0277,0
CUST_0278,0
CUST_0279,-1
CUST_0280,0
CUST_0281,0
CUST_0282,-1
CUST_0283,0
CUST_0284,0
CUST_0285,0
CUST_0286,0
CUST_0287,0
CUST_0288,-1
CUST_0289,0
CUST_0290,0
CUST_0291,0
CUST_0292,0
CUST_0293,0
CUST_0294,0
CUST_0295,0
CUST_0296,0
CUST_0297,0
CUST_0298,-1
CUST_0299,0
CUST_0300,0
CUST_0301,0
CUST_0302,0
CUST_0303,0
CUST_0304,0
CUST_0305,0
CUST_0306,0
CUST_0307,0
CUST_0308,0
CUST_0309,0
CUST_0310,0
CUST_0311,0
CUST_0312,0
CUST_0313,0
CUST_0314,0
CUST_0315,0
CUST_0316,0
CUST_0317,0
CUST_0318,0
CUST_0319,0
CUST_0320,-1
CUST_0321,0
CUST_0322,0
CUST_0323,0
CUST_0324,0
CUST_0325,0
CUST_0326,0
CUST_0327,0
CUST_0328,0
CUST_0329,0
CUST_0330,0
CUST_0331,-1
CUST_0332,0
CUST_0333,0
CUST_0334,0
CUST_0335,0
CUST_0336,0
CUST_0337,0
CUST_0338,0
CUST_0339,0
CUST_0340,0
CUST_0341,0
CUST_0342,0
CUST_0343,0
CUST_0344,0
CUST_0345,0
CUST_0346,0
CUST_0347,0
CUST_0348,0
CUST_0349,0
CUST_0350,0
CUST_0351,0
CUST_0352,0
CUST_0353,0
CUST_0354,0
CUST_0355,0
CUST_0356,0
CUST_0357,0
CUST_0358,0
CUST_0359,0
CUST_0360,-1
CUST_0361,-1
CUST_0362,0
CUST_0363,0
CUST_0364,0
CUST_0365,0
CUST_0366,0
CUST_0367,0
CUST_0368,0
CUST_0369,0
CUST_0370,0
CUST_0371,0
CUST_0372,0
CUST_0373,0
CUST_0374,0
CUST_0375,0
CUST_0376,0
CUST_0377,0
CUST_0378,0
CUST_0379,0
CUST_0380,0
CUST_0381,0
CUST_0382,0
CUST_0383,0
CUST_0384,0
CUST_0385,0
CUST_0386,0
CUST_0387,0
CUST_0388,0
CUST_0389,0
CUST_0390,0
CUST_0391,0
CUST_0392,0
CUST_0393,0
CUST_0394,0
CUST_0395,0
CUST_0396,0
CUST_0397,0
CUST_0398,0
CUST_0399,0
CUST_0400,0
CUST_0401,0
CUST_0402,0
CUST_0403,0
CUST_0404,0
CUST_0405,0
CUST_0406,0
CUST_0407,0
CUST_0408,0
CUST_0409,0
CUST_0410,-1
CUST_0411,0
CUST_0412,0
CUST_0413,0
CUST_0414,0
CUST_0415,0
CUST_0416,0
CUST_0417,0
CUST_0418,0
CUST_0419,0
CUST_0420,0
CUST_0421,0
CUST_0422,0
CUST_0423,0
CUST_0424,0
CUST_0425,0
CUST_0426,0
CUST_0427,-1
CUST_0428,0
CUST_0429,0
CUST_0430,0
CUST_0431,0
CUST_0432,0
CUST_0433,0
CUST_0434,0
CUST_0435,0
CUST_0436,0
CUST_0437,0
CUST_0438,0
CUST_0439,0
CUST_0440,0
CUST_0441,0
CUST_0442,0
CUST_0443,0
CUST_0444,0
CUST_0445,0
CUST_0446,0
CUST_0447,0
CUST_0448,0
CUST_0449,0
CUST_0450,0
CUST_0452,0
CUST_0453,0
CUST_0454,0
CUST_0455,0
CUST_0456,0
CUST_0457,0
CUST_0458,0
CUST_0459,0
CUST_0460,0
CUST_0461,0
CUST_0462,-1
CUST_0463,0
CUST_0464,1
CUST_0465,0
CUST_0466,0
CUST_0467,0
CUST_0468,0
CUST_0469,0
CUST_0470,0
CUST_0471,0
CUST_0472,-1
CUST_0473,0
CUST_0474,-1
CUST_0475,0
CUST_0476,0
CUST_0477,0
CUST_0478,0
CUST_0479,0
CUST_0480,0
CUST_0481,0
CUST_0482,0
CUST_0483,0
CUST_0484,0
CUST_0485,-1
CUST_0486,0
CUST_0487,0
CUST_0488,0
CUST_0489,0
CUST_0490,0
CUST_0491,0
CUST_0492,0
CUST_0493,0
CUST_0494,0
CUST_0495,0
CUST_0496,0
CUST_0497,0
CUST_0498,0
CUST_0499,0
CUST_0500,0
CUST_0501,0
CUST_0502,0
CUST_0503,0
CUST_0504,0
CUST_0505,0
CUST_0506,0
CUST_0507,0
CUST_0508,0
CUST_0509,0
CUST_0510,0
CUST_0511,0
CUST_0512,0
CUST_0513,0
CUST_0514,0
CUST_0515,0
CUST_0516,0
CUST_0517,0
CUST_0518,0
CUST_0519,0
CUST_0520,0
CUST_0521,0
CUST_0522,0
CUST_0523,0
CUST_0524,0
CUST_0525,0
CUST_0526,0
CUST_0527,0
CUST_0528,0
CUST_0529,-1
CUST_0530,0
CUST_0531,0
CUST_0532,0
CUST_0533,0
CUST_0534,0
CUST_0535,0
CUST_0536,0
CUST_0537,0
CUST_0538,0
CUST_0539,0
CUST_0540,0
CUST_0541,0
CUST_0542,0
CUST_0543,0
CUST_0544,0
CUST_0545,0
CUST_0546,0
CUST_0547,0
CUST_0548,-1
CUST_0549,-1
CUST_0550,0
CUST_0551,0
CUST_0552,0
CUST_0553,0
CUST_0554,0
CUST_0555,0
CUST_0556,0
CUST_0557,0
CUST_0558,0
CUST_0559,0
CUST_0560,-1
CUST_0561,0
CUST_0562,0
CUST_0563,0
CUST_0564,0
CUST_0565,0
CUST_0566,0
CUST_0567,0
CUST_0568,0
CUST_0569,0
CUST_0570,0
CUST_0571,0
CUST_0572,0
CUST_0573,-1
CUST_0574,0
CUST_0575,0
CUST_0576,0
CUST_0577,0
CUST_0578,0
CUST_0579,0
CUST_0580,0
CUST_0581,0
CUST_0582,0
CUST_0583,0
CUST_0584,0
CUST_0585,0
CUST_0586,0
CUST_0587,0
CUST_0588,0
CUST_0589,0
CUST_0590,0
CUST_0591,0
CUST_0592,0
CUST_0593,0
CUST_0594,0
CUST_0595,0
CUST_0596,0
CUST_0597,0
CUST_0598,0
CUST_0599,0
CUST_0600,0
CUST_0601,0
CUST_0602,0
CUST_0603,0
CUST_0604,0
CUST_0605,0
CUST_0606,0
CUST_0607,0
CUST_0608,0
CUST_0609,0
CUST_0610,0
CUST_0611,0
CUST_0612,0
CUST_0613,0
CUST_0614,0
CUST_0615,0
CUST_0616,0
CUST_0617,0
CUST_0618,0
CUST_0619,0
CUST_0620,-1
CUST_0621,0
CUST_0622,0
CUST_0623,0
CUST_0624,0
CUST_0625,0
CUST_0626,0
CUST_0627,0
CUST_0628,0
CUST_0629,0
CUST_0630,0
CUST_0631,0
CUST_0632,0
CUST_0633,0
CUST_0634,1
CUST_0635,0
CUST_0636,-1
CUST_0637,0
CUST_0638,0
CUST_0639,0
CUST_0640,0
CUST_0641,0
CUST_0642,0
CUST_0643,0
CUST_0644,1
CUST_0645,0
CUST_0646,0
CUST_0647,0
CUST_0648,0
CUST_0649,0
CUST_0650,0
CUST_0651,0
CUST_0652,0
CUST_0653,0
CUST_0654,0
CUST_0655,0
CUST_0656,0
CUST_0657,0
CUST_0658,0
CUST_0659,0
CUST_0660,2
CUST_0661,0
CUST_0662,0
CUST_0663,0
CUST_0664,0
CUST_0666,0
CUST_0667,-1
CUST_0668,0
CUST_0669,0
CUST_0670,0
CUST_0671,0
CUST_0672,2
CUST_0673,0
CUST_0674,0
CUST_0675,0
CUST_0676,0
CUST_0677,0
CUST_0678,0
CUST_0679,-1
CUST_0680,0
CUST_0681,0
CUST_0682,0
CUST_0683,0
CUST_0684,0
CUST_0685,0
CUST_0686,0
CUST_0687,0
CUST_0688,0
CUST_0689,0
CUST_0690,0
CUST_0691,0
CUST_0692,0
CUST_0693,0
CUST_0694,0
CUST_0695,0
CUST_0696,0
CUST_0697,0
CUST_0698,0
CUST_0699,0
CUST_0700,0
CUST_0701,0
CUST_0702,0
CUST_0703,0
CUST_0704,0
CUST_0705,0
CUST_0706,0
CUST_0707,0
CUST_0708,0
CUST_0709,0
CUST_0710,0
CUST_0711,0
CUST_0712,0
CUST_0713,-1
CUST_0714,0
CUST_0715,0
CUST_0716,-1
CUST_0717,0
CUST_0718,0
CUST_0719,0
CUST_0720,0
CUST_0721,0
CUST_0723,0
CUST_0724,0
CUST_0725,0
CUST_0726,0
CUST_0727,0
CUST_0728,0
CUST_0729,2
CUST_0730,-1
CUST_0731,0
CUST_0732,0
CUST_0733,0
CUST_0734,-1
CUST_0735,0
CUST_0736,0
CUST_0737,0
CUST_0738,0
CUST_0739,0
CUST_0740,0
CUST_0741,0
CUST_0742,0
CUST_0743,0
CUST_0744,0
CUST_0745,0
CUST_0746,0
CUST_0747,0
CUST_0748,0
CUST_0749,0
CUST_0750,-1
CUST_0751,0
CUST_0752,0
CUST_0753,0
CUST_0754,0
CUST_0755,0
CUST_0756,0
CUST_0757,0
CUST_0758,0
CUST_0759,0
CUST_0760,0
CUST_0761,-1
CUST_0762,0
CUST_0763,0
CUST_0764,0
CUST_0765,0
CUST_0766,0
CUST_0767,0
CUST_0768,0
CUST_0769,0
CUST_0770,0
CUST_0771,0
CUST_0772,0
CUST_0773,0
CUST_0774,0
CUST_0775,0
CUST_0776,0
CUST_0777,0
CUST_0778,0
CUST_0779,0
CUST_0780,-1
CUST_0781,0
CUST_0782,2
CUST_0783,1
CUST_0784,0
CUST_0785,0
CUST_0786,-1
CUST_0787,0
CUST_0788,-1
CUST_0789,0
CUST_0790,0
CUST_0791,0
CUST_0792,0
CUST_0793,0
CUST_0794,0
CUST_0795,0
CUST_0796,0
CUST_0797,0
CUST_0798,0
CUST_0799,0
CUST_0800,0
CUST_0801,2
CUST_0802,-1
CUST_0803,0
CUST_0804,-1
CUST_0805,0
CUST_0806,0
CUST_0807,0
CUST_0808,0
CUST_0809,0
CUST_0810,0
CUST_0811,0
CUST_0812,0
CUST_0813,0
CUST_0815,0
CUST_0816,-1
CUST_0817,-1
CUST_0818,0
CUST_0819,0
CUST_0820,0
CUST_0821,0
CUST_0822,0
CUST_0823,0
CUST_0824,0
CUST_0825,0
CUST_0826,0
CUST_0827,0
CUST_0828,0
CUST_0829,0
CUST_0830,0
CUST_0831,0
CUST_0832,0
CUST_0833,-1
CUST_0834,-1
CUST_0835,0
CUST_0836,0
CUST_0837,0
CUST_0838,-1
CUST_0839,0
CUST_0840,-1
CUST_0841,0
CUST_0842,0
CUST_0843,0
CUST_0844,0
CUST_0845,0
CUST_0846,0
CUST_0847,-1
CUST_0848,0
CUST_0849,1
CUST_0850,0
CUST_0851,0
CUST_0852,0
CUST_0853,0
CUST_0854,0
CUST_0855,0
CUST_0856,0
CUST_0857,0
CUST_0858,0
CUST_0859,0
CUST_0860,0
CUST_0861,0
CUST_0862,0
CUST_0863,0
CUST_0864,0
CUST_0865,0
CUST_0866,0
CUST_0867,0
CUST_0868,0
CUST_0869,0
CUST_0870,0
CUST_0871,0
CUST_0872,0
CUST_0873,0
CUST_0874,0
CUST_0875,0
CUST_0876,0
CUST_0877,0
CUST_0878,0
CUST_0879,-1
CUST_0880,0
CUST_0881,0
CUST_0882,0
CUST_0883,0
CUST_0884,0
CUST_0885,0
CUST_0886,0
CUST_0887,0
CUST_0888,0
CUST_0889,0
CUST_0890,0
CUST_0891,0
CUST_0892,1
CUST_0893,0
CUST_0894,0
CUST_0895,0
CUST_0896,0
CUST_0897,0
CUST_0898,0
CUST_0899,0
CUST_0900,0
CUST_0901,0
CUST_0902,0
CUST_0903,0
CUST_0904,0
CUST_0905,0
CUST_0906,0
CUST_0907,0
CUST_0908,0
CUST_0909,0
CUST_0910,0
CUST_0911,0
CUST_0912,0
CUST_0913,0
CUST_0914,0
CUST_0915,0
CUST_0916,0
CUST_0917,0
CUST_0918,0
CUST_0919,0
CUST_0920,0
CUST_0921,0
CUST_0922,0
CUST_0923,0
CUST_0924,0
CUST_0925,0
CUST_0926,0
CUST_0927,0
CUST_0928,-1
CUST_0929,0
CUST_0930,0
CUST_0931,0
CUST_0932,0
CUST_0933,0
CUST_0934,-1
CUST_0935,0
CUST_0936,0
CUST_0937,0
CUST_0938,0
CUST_0939,0
CUST_0940,0
CUST_0941,0
CUST_0942,0
CUST_0943,0
CUST_0944,0
CUST_0945,0
CUST_0946,0
CUST_0947,0
CUST_0948,0
CUST_0949,0
CUST_0950,0
CUST_0951,0
CUST_0952,0
CUST_0953,0
CUST_0954,-1
CUST_0955,0
CUST_0956,0
CUST_0957,0
CUST_0958,0
CUST_0959,0
CUST_0960,0
CUST_0961,0
CUST_0962,0
CUST_0963,0
CUST_0964,0
CUST_0965,0
CUST_0966,0
CUST_0967,0
CUST_0968,-1
CUST_0969,0
CUST_0970,0
CUST_0971,0
CUST_0973,0
CUST_0974,0
CUST_0975,-1
CUST_0976,0
CUST_0977,0
CUST_0978,0
CUST_0979,0
CUST_0980,0
CUST_0981,0
CUST_0982,0
CUST_0983,0
CUST_0984,0
CUST_0985,2
CUST_0986,0
CUST_0987,-1
CUST_0988,-1
CUST_0989,0
CUST_0990,0
CUST_0991,0
CUST_0992,0
CUST_0993,0
CUST_0994,0
CUST_0995,0
CUST_0996,0
CUST_0997,0
CUST_0998,0
CUST_0999,0
CUST_1000,0
